Document_Id,Profile_Name,Title,Co_Authors,Title_Link,No_Of_Citations
696,Mingwen Bai,Experimental and thermodynamic investigations on the chlorine-induced corrosion of HVOF thermal sprayed NiAl coatings and 304 stainless steels at 700 °C,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/experimental-and-thermodynamic-investigations-on-the-chlorine-ind,"
46
"
697,Mingwen Bai,Investigation on time-dependent wetting behavior of Ni-Cu-P ternary coating,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/investigation-on-time-dependent-wetting-behavior-of-ni-cu-p-terna,"
13
"
698,Mingwen Bai,Microstructure and phase stability of suspension high velocity oxy-fuel sprayed yttria stabilised zirconia coatings from aqueous and ethanol based suspensions,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/microstructure-and-phase-stability-of-suspension-high-velocity-ox,"
22
"
699,Mingwen Bai,Predicting grain size distributions in perovskite-structured Ba0.5Sr0.5Co0.8Fe0.2O3–δ oxygen transport membranes,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/predicting-grain-size-distributions-in-perovskite-structured-ba05,"
6
"
700,Mingwen Bai,Robust Hydrophobic Surfaces from Suspension HVOF Thermal Sprayed Rare-Earth Oxide Ceramics Coatings,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/robust-hydrophobic-surfaces-from-suspension-hvof-thermal-sprayed-,"
12
"
701,Mingwen Bai,Subcritical crack growth behaviour of a perovskite- structured Ba0.5Sr0.5Co0.8Fe0.2O3−δ oxygen transport membrane,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/subcritical-crack-growth-behaviour-of-a-perovskite-structured-ba0,"
38
"
702,Mingwen Bai,"Ablation-resistant carbide Zr0.8Ti0.2C0.74B0.26 for oxidizing environments up to 3,000 °C","Bai, M.",https://pureportal.coventry.ac.uk/en/publications/ablation-resistant-carbide-zr08ti02c074b026-for-oxidizing-environ,"
9
"
703,Mingwen Bai,A mechanistic understanding on rumpling of a NiCoCrAlY bond coat for thermal barrier coating applications,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/a-mechanistic-understanding-on-rumpling-of-a-nicocraly-bond-coat-,"
6
"
704,Mingwen Bai,A prominent driving force for the spallation of thermal barrier coatings: Chemistry dependent phase transformation of the bond coat,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/a-prominent-driving-force-for-the-spallation-of-thermal-barrier-c,"
5
"
705,Mingwen Bai,Laser Clad and HVOF-Sprayed Stellite 6 Coating in Chlorine-Rich Environment with KCl at 700 °C,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/laser-clad-and-hvof-sprayed-stellite-6-coating-in-chlorine-rich-e,"
13
"
706,Mingwen Bai,Role of Oxides and Porosity on High-Temperature Oxidation of Liquid-Fueled HVOF Thermal-Sprayed Ni50Cr Coatings,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/role-of-oxides-and-porosity-on-high-temperature-oxidation-of-liqu,"
32
"
707,Mingwen Bai,"Suspension High Velocity Oxy-fuel Spraying of a Rutile TiO2 Feedstock: Microstructure, Phase Evolution and Photocatalytic Behaviour","Bai, M.",https://pureportal.coventry.ac.uk/en/publications/suspension-high-velocity-oxy-fuel-spraying-of-a-rutile-tio2-feeds,"
4
"
708,Mingwen Bai,An investigation of diffusion-mediated cyclic coarsening and reversal coarsening in an advanced Ni-based superalloy,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/an-investigation-of-diffusion-mediated-cyclic-coarsening-and-reve,"
16
"
709,Mingwen Bai,Characterisation of microstructure and hardness of perovskite-structured Ba0.5Sr0.5Co0.8Fe0.2O3 - δ under different sintering conditions,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/characterisation-of-microstructure-and-hardness-of-perovskite-str,"
19
"
710,Mingwen Bai,Fracture strength and Weibull analysis of Ba0.5Sr0.5Co0.8Fe0.2O3−δ oxygen transport membranes evaluated by biaxial and uniaxial bending tests,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/fracture-strength-and-weibull-analysis-of-ba05sr05co08fe02o3%CE%B4-oxy,"
201
"
711,Mingwen Bai,Microstructure and mechanical properties of Ba0.5Sr0.5Co0.8Fe0.2O3-δ perovskite-structured oxides doped with different contents of Ni,"Bai, M.",https://pureportal.coventry.ac.uk/en/publications/microstructure-and-mechanical-properties-of-ba05sr05co08fe02o3-%CE%B4-,"
10
"
712,Elizabeth Bailey,"Associations between social support, mental wellbeing, self-efficacy and technology use in first-time antenatal women: data from the BaBBLeS cohort study","Coad, J.",https://pureportal.coventry.ac.uk/en/publications/associations-between-social-support-mental-wellbeing-self-efficac,"
5
"
713,Elizabeth Bailey,A Study to Evaluate the Effectiveness of Best Beginnings’ Baby Buddy Phone App in England: A Protocol Paper,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/a-study-to-evaluate-the-effectiveness-of-best-beginnings-baby-bud,"
4
"
714,Elizabeth Bailey,Childbearing women's experiences of midwives’ workplace distress: Patient and Public Involvement,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/childbearing-womens-experiences-of-midwives-workplace-distress-pa,"
7
"
715,Elizabeth Bailey,Postpartum care for women with FGM: How good are the policies?,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/postpartum-care-for-women-with-fgm-how-good-are-the-policies,"
15
"
716,Elizabeth Bailey,Women's understanding of perinatal mental health and engagement with mental health focussed films within the Baby Buddy App,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/womens-understanding-of-perinatal-mental-health-and-engagement-wi,"
9
"
717,Elizabeth Bailey,A concept analysis of compassionate midwifery,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/a-concept-analysis-of-compassionate-midwifery-2,"
1
"
718,Elizabeth Bailey,Does the timing of deinfibulation for women with type 3 female genital mutilation affect labour outcomes?,"Coad, J.",https://pureportal.coventry.ac.uk/en/publications/does-the-timing-of-deinfibulation-for-women-with-type-3-female-ge-2,"
44
"
719,Narinder Bains,Electroless deposition of nickel-boron coatings using low frequency ultrasonic agitation: Effect of ultrasonic frequency on the coatings.,"Bains, N.",https://pureportal.coventry.ac.uk/en/publications/electroless-deposition-of-nickel-boron-coatings-using-low-frequen-2,"
24
"
720,Narinder Bains,Effect of additive concentration during copper deposition using EnFACE electrolyte,"Bains, N.",https://pureportal.coventry.ac.uk/en/publications/effect-of-additive-concentration-during-copper-deposition-using-e-2,"
3
"
721,Narinder Bains,Inhibition of Microbial and Cellular Growth in Substances,"Bains, N.",https://pureportal.coventry.ac.uk/en/publications/inhibition-of-microbial-and-cellular-growth-in-substances-2,"
2
"
722,Adam Baird,"Breaking Bad? Gangs, masculinities and murder in Trinidad","Baird, A.",https://pureportal.coventry.ac.uk/en/publications/breaking-bad-gangs-masculinities-and-murder-in-trinidad,"
3
"
723,Adam Baird,"Man a kill a man for nutin’: Gang transnationalism, masculinities, and violence in Belize City","Baird, A.",https://pureportal.coventry.ac.uk/en/publications/man-a-kill-a-man-for-nutin-gang-transnationalism-masculinities-an,"
11
"
724,Adam Baird,Manual para la Elaboración de Perfiles de Municiones de Armas Pequeñas,"Baird, A.",https://pureportal.coventry.ac.uk/en/publications/small-arms-ammunition-profiling-manual,"
16
"
725,Adam Baird,"The Fourth Corner of the Triangle: Gang transnationalism, fragmentation and evolution in Belize City","Baird, A.",https://pureportal.coventry.ac.uk/en/publications/the-fourth-corner-of-the-triangle-gang-transnationalism-fragmenta,"
24
"
726,Senthooran Balasubramaniam,A photovoltaic-fed dc-bus islanded electric vehicles charging system based on a hybrid control scheme,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/a-photovoltaic-fed-dc-bus-islanded-electric-vehicles-charging-sys,"
1
"
727,Senthooran Balasubramaniam,Enhanced Fast Frequency Support Schemes,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/enhanced-fast-frequency-support-schemes,"
6
"
728,Senthooran Balasubramaniam,Experimental Validation of an Active Wideband SSR Damping Scheme for Series-Compensated Networks,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/experimental-validation-of-an-active-wideband-ssr-damping-scheme-,"
2
"
729,Senthooran Balasubramaniam,Voltage Regulation in Weak Distribution Grids Using Transformerless Series Compensators,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/voltage-regulation-in-weak-distribution-grids-using-transformerle,"
2
"
730,Senthooran Balasubramaniam,Dynamic Average Converter Model for MVDC Link Harmonic Analysis: 2019 IEEE Milan PowerTech,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/dynamic-average-converter-model-for-mvdc-link-harmonic-analysis-2,"
2
"
731,Senthooran Balasubramaniam,Experimental validation of DC circuit-breakers for MTDC grid protection,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/experimental-validation-of-dc-circuit-breakers-for-mtdc-grid-prot,"
6
"
732,Senthooran Balasubramaniam,Pole Balancing and Thermal Management in Multi-Terminal HVDC Grids using Single H-Bridge Based Current Flow Controllers,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/pole-balancing-and-thermal-management-in-multi-terminal-hvdc-grid,"
28
"
733,Senthooran Balasubramaniam,Power Flow Management in MTdc Grids Using Series Current Flow Controllers,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/power-flow-management-in-mtdc-grids-using-series-current-flow-con,"
18
"
734,Senthooran Balasubramaniam,Series Current Flow Controllers for DC Grids,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/series-current-flow-controllers-for-dc-grids,"
11
"
735,Senthooran Balasubramaniam,Time-Domain Modeling of a Distribution System to Predict Harmonic Interaction Between PV Converters,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/time-domain-modeling-of-a-distribution-system-to-predict-harmonic,"
24
"
736,Senthooran Balasubramaniam,Experimental Validation of Dual H-Bridge Current Flow Controllers for Meshed HVdc Grids,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/experimental-validation-of-dual-h-bridge-current-flow-controllers,"
15
"
737,Senthooran Balasubramaniam,Frontiers of DC circuit breakers in HVDC and MVDC systems,"Balasubramaniam, S.",https://pureportal.coventry.ac.uk/en/publications/frontiers-of-dc-circuit-breakers-in-hvdc-and-mvdc-systems,"
35
"
738,Ken Baldwin,The Impact of Profit-Sharing Investment Accounts on Shareholders' Wealth,"Baldwin, K.",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profit-sharing-investment-accounts-on-shareholders-,"
9
"
739,Laurence Baldwin,Anxieties and Neurodevelopmental Disorders,"Baldwin, L.",https://pureportal.coventry.ac.uk/en/publications/anxieties-and-neurodevelopmental-disorders,"
10
"
740,Laurence Baldwin,"Worries, Self-harm and Suicidal Thoughts","Baldwin, L.",https://pureportal.coventry.ac.uk/en/publications/worries-self-harm-and-suicidal-thoughts,"
28
"
741,Laurence Baldwin,Nursing Skills for Children and Young People's Mental Health,"Baldwin, L.",https://pureportal.coventry.ac.uk/en/publications/nursing-skills-for-children-and-young-peoples-mental-health,"
9
"
742,Lindsay Balfour,Ground Zero Revisited – Museums and Materiality in an Age of Global Pandemic,"Balfour, L.",https://pureportal.coventry.ac.uk/en/publications/ground-zero-revisited-museums-and-materiality-in-an-age-of-global,"
2
"
743,Lindsay Balfour,Traumatic Ruins and the Archeology of Sound: William Basinski's The Disintegration Loops,"Balfour, L.",https://pureportal.coventry.ac.uk/en/publications/traumatic-ruins-and-the-archeology-of-sound-william-basinskis-the,"
1
"
744,Lindsay Balfour,Hospitality in a Time of Terror: Strangers at the Gate,"Balfour, L.",https://pureportal.coventry.ac.uk/en/publications/hospitality-in-a-time-of-terror-strangers-at-the-gate,"
3
"
745,Brandon Ballard,A Non-Convex Control Allocation Strategy as Energy-Efficient Torque Distributors for On-Road and Off-Road Vehicles,"Ballard, B.",https://pureportal.coventry.ac.uk/en/publications/a-non-convex-control-allocation-strategy-as-energy-efficient-torq,"
1
"
746,Mahsa Baniasadi,Closed-Loop Recycling of Copper from Waste Printed Circuit Boards Using Bioleaching and Electrowinning Processes,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/closed-loop-recycling-of-copper-from-waste-printed-circuit-boards,"
1
"
747,Mahsa Baniasadi,Development and evolution of biocyanidation in metal recovery from solid waste: a review,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/development-and-evolution-of-biocyanidation-in-metal-recovery-fro,"
3
"
748,Mahsa Baniasadi,A comprehensive review on the bioremediation of oil spills,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/a-comprehensive-review-on-the-bioremediation-of-oil-spills,"
9
"
749,Mahsa Baniasadi,Advances in bioleaching as a sustainable method for metal recovery from e-waste: A review,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/advances-in-bioleaching-as-a-sustainable-method-for-metal-recover,"
52
"
750,Mahsa Baniasadi,Application of a mixed culture of adapted acidophilic bacteria in two-step bioleaching of spent lithium-ion laptop batteries,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/application-of-a-mixed-culture-of-adapted-acidophilic-bacteria-in,"
60
"
751,Mahsa Baniasadi,Statistical evaluation and process optimization of biotreatment of polycyclic aromatic hydrocarbons in a bioreactor,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/statistical-evaluation-and-process-optimization-of-biotreatment-o,"
3
"
752,Mahsa Baniasadi,Use of adapted metal tolerant Aspergillus niger to enhance bioleaching efficiency of valuable metals from spent lithium-ion mobile phone batteries,"Baniasadi, M.",https://pureportal.coventry.ac.uk/en/publications/use-of-adapted-metal-tolerant-aspergillus-niger-to-enhance-biolea,"
43
"
